date,setting_type,county,facility,cases_employee,deaths_employee,cases_students,deaths_students,status
2020-11-17,Child Care,Johnston,Lipscomb's Learning Center,2,0,4,0,ongoing
2020-11-24,Child Care,Johnston,Lipscomb's Learning Center,2,0,4,0,ongoing
2020-09-22,Child Care,Lee,Child Care Network #102,2,0,3,0,ongoing
2020-09-25,Child Care,Lee,Child Care Network #102,2,0,3,0,ongoing
2020-09-29,Child Care,Lee,Child Care Network #102,2,0,3,0,ongoing
2020-10-02,Child Care,Lee,Child Care Network #102,2,0,3,0,ongoing
2020-10-13,Child Care,Lee,Child Care Network #102,2,0,3,0,resolved
2021-01-05,K-12 School,Lenoir,Arendell Parrot Academy,2,0,10,0,ongoing
2021-01-08,K-12 School,Lenoir,Arendell Parrot Academy,2,0,10,0,ongoing
2021-01-12,K-12 School,Lenoir,Arendell Parrot Academy,2,0,9,0,ongoing
2021-01-15,K-12 School,Lenoir,Arendell Parrot Academy,2,0,9,0,ongoing
2021-01-19,K-12 School,Lenoir,Arendell Parrot Academy,2,0,9,0,ongoing
2021-01-22,K-12 School,Lenoir,Arendell Parrot Academy,2,0,9,0,ongoing
2021-01-26,K-12 School,Lenoir,Arendell Parrot Academy,2,0,9,0,ongoing
2021-01-29,K-12 School,Lenoir,Arendell Parrot Academy,3,0,22,0,ongoing
2021-02-02,K-12 School,Lenoir,Arendell Parrot Academy,3,0,22,0,ongoing
2021-02-05,K-12 School,Lenoir,Arendell Parrot Academy,3,0,22,0,ongoing
2021-01-26,K-12 School,Lenoir,Banks Elementary School,1,0,4,0,ongoing
2021-01-29,K-12 School,Lenoir,Banks Elementary School,1,0,4,0,ongoing
2021-02-02,K-12 School,Lenoir,Banks Elementary School,1,0,4,0,ongoing
2021-02-05,K-12 School,Lenoir,Banks Elementary School,1,0,4,0,ongoing
2020-10-13,School,Lenoir,Bethel Christian Academy,3,0,7,0,ongoing
2020-10-20,K-12 School,Lenoir,Bethel Christian Academy,6,0,10,0,ongoing
2020-10-23,K-12 School,Lenoir,Bethel Christian Academy,6,0,10,0,ongoing
2020-10-27,K-12 School,Lenoir,Bethel Christian Academy,6,0,10,0,ongoing
2020-10-30,K-12 School,Lenoir,Bethel Christian Academy,6,0,10,0,ongoing
2020-11-03,K-12 School,Lenoir,Bethel Christian Academy,6,0,10,0,ongoing
2020-11-06,K-12 School,Lenoir,Bethel Christian Academy,7,0,10,0,ongoing
2020-11-10,K-12 School,Lenoir,Bethel Christian Academy,7,0,10,0,ongoing
2020-11-13,K-12 School,Lenoir,Bethel Christian Academy,8,0,10,0,ongoing
2020-11-17,K-12 School,Lenoir,Bethel Christian Academy,8,0,10,0,ongoing
2021-01-29,K-12 School,Lenoir,Contentnea-Savannah K-8 School,2,0,5,0,ongoing
2021-02-02,K-12 School,Lenoir,Contentnea-Savannah K-8 School,2,0,5,0,ongoing
2021-02-05,K-12 School,Lenoir,Contentnea-Savannah K-8 School,2,0,5,0,ongoing
2021-01-26,K-12 School,Lenoir,Kinston High School,2,0,4,0,ongoing
2021-01-29,K-12 School,Lenoir,Kinston High School,2,0,4,0,ongoing
2021-02-02,K-12 School,Lenoir,Kinston High School,2,0,4,0,ongoing
2021-02-05,K-12 School,Lenoir,Kinston High School,2,0,4,0,ongoing
2021-01-26,Child Care,Lenoir,"Miss Lindsey's Child Care & After School, LLC",5,0,1,0,ongoing
2021-02-05,Child Care,Lenoir,"Miss Lindsey's Child Care & After School, LLC",7,0,1,0,ongoing
2020-12-08,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2020-12-11,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2020-12-15,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2020-12-18,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2020-12-22,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-05,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-08,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-12,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-15,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-19,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-22,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-26,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-29,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-02-02,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-02-05,K-12 School,Lenoir,North Lenoir High School,3,0,3,0,ongoing
2021-01-26,K-12 School,Lenoir,Northeast Elementary School,1,0,4,0,ongoing
2021-01-29,K-12 School,Lenoir,Northeast Elementary School,1,0,4,0,ongoing
2021-02-02,K-12 School,Lenoir,Northeast Elementary School,1,0,4,0,ongoing
2021-02-05,K-12 School,Lenoir,Northeast Elementary School,1,0,4,0,ongoing
2020-11-03,K-12 School,Lenoir,South Lenoir High School,3,0,2,0,ongoing
2020-11-06,K-12 School,Lenoir,South Lenoir High School,3,0,5,0,ongoing
2020-11-10,K-12 School,Lenoir,South Lenoir High School,3,0,5,0,ongoing
2020-11-13,K-12 School,Lenoir,South Lenoir High School,3,0,5,0,ongoing
2020-11-17,K-12 School,Lenoir,South Lenoir High School,3,0,5,0,ongoing
2020-11-20,K-12 School,Lenoir,South Lenoir High School,3,0,5,0,ongoing
2020-11-24,K-12 School,Lenoir,South Lenoir High School,3,0,5,0,ongoing
2020-12-01,K-12 School,Lenoir,South Lenoir High School,3,0,8,0,ongoing
2020-12-04,K-12 School,Lenoir,South Lenoir High School,3,0,8,0,ongoing
2020-12-08,K-12 School,Lenoir,South Lenoir High School,3,0,8,0,ongoing
2020-12-11,K-12 School,Lenoir,South Lenoir High School,3,0,8,0,ongoing
2020-12-15,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2020-12-18,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2020-12-22,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-05,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-08,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-12,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-15,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-19,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-22,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-26,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-01-29,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-02-02,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2021-02-05,K-12 School,Lenoir,South Lenoir High School,3,0,12,0,ongoing
2020-10-13,School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-10-20,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-10-23,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-10-27,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-10-30,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-11-03,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-11-06,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-11-10,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-11-13,K-12 School,Lincoln,Combine Academy,0,0,5,0,ongoing
2020-11-17,K-12 School,Lincoln,Combine Academy,0,0,5,0,resolved
2020-09-22,Child Care,Lincoln,Mini Academy Day Care Center,5,0,2,0,ongoing
2020-09-25,Child Care,Lincoln,Mini Academy Day Care Center,5,0,2,0,ongoing
2020-09-29,Child Care,Lincoln,Mini Academy Day Care Center,5,0,2,0,ongoing
2020-10-02,Child Care,Lincoln,Mini Academy Day Care Center,5,0,2,0,ongoing
2020-10-13,Child Care,Lincoln,Mini Academy Day Care Center,5,0,2,0,resolved
2020-08-28,School,Macon,Franklin High School,5,0,1,0,ongoing
2020-09-22,School,Macon,Franklin High School,5,0,1,0,ongoing
2020-09-25,School,Macon,Franklin High School,5,0,1,0,ongoing
2020-09-29,School,Macon,Franklin High School,5,0,1,0,ongoing
2020-10-02,School,Macon,Franklin High School,5,0,2,0,ongoing
2021-01-22,K-12 School,Martin,Williamston Primary School,7,0,0,0,ongoing
2021-01-26,K-12 School,Martin,Williamston Primary School,7,0,0,0,ongoing
2021-01-29,K-12 School,Martin,Williamston Primary School,7,0,0,0,ongoing
2021-02-02,K-12 School,Martin,Williamston Primary School,7,0,0,0,ongoing
2021-02-05,K-12 School,Martin,Williamston Primary School,7,0,0,0,ongoing
2020-08-21,Child Care,McDowell,Early Childhood Enrichment Center,2,0,3,0,ongoing
2020-08-25,Child Care,McDowell,Early Childhood Enrichment Center,2,0,3,0,ongoing
2020-08-28,Child Care,McDowell,Early Childhood Enrichment Center,2,0,3,0,ongoing
2020-08-21,Child Care,Mecklenburg,Building Blocks Learning Center Cluster,7,0,3,0,ongoing
2020-08-25,Child Care,Mecklenburg,Building Blocks Learning Center Cluster,7,0,3,0,ongoing
2020-08-28,Child Care,Mecklenburg,Building Blocks Learning Center Cluster,7,0,3,0,ongoing
2020-10-30,Child Care,Mecklenburg,Calvary Child development,5,0,2,0,ongoing
2020-11-13,Child Care,Mecklenburg,Calvary Child development,5,0,3,0,ongoing
2020-11-17,Child Care,Mecklenburg,Calvary Child development,5,0,3,0,ongoing
2020-11-24,Child Care,Mecklenburg,Calvary Child development,5,0,3,0,ongoing
2020-09-25,School,Mecklenburg,Covenant Day School,2,0,3,0,ongoing
2020-09-29,School,Mecklenburg,Covenant Day School,2,0,3,0,ongoing
2020-10-02,School,Mecklenburg,Covenant Day School,3,0,4,0,ongoing
2020-10-13,School,Mecklenburg,Covenant Day School,3,0,4,0,ongoing
2020-10-20,K-12 School,Mecklenburg,Covenant Day School,3,0,4,0,ongoing
2020-10-23,K-12 School,Mecklenburg,Covenant Day School,3,0,4,0,ongoing
2020-11-17,K-12 School,Mecklenburg,Covenant Day School,0,0,7,0,ongoing
2020-11-20,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-11-24,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-12-01,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-12-04,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-12-08,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-12-11,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-12-15,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,ongoing
2020-12-18,K-12 School,Mecklenburg,Covenant Day School,0,0,8,0,resolved
2021-01-22,K-12 School,Mecklenburg,David W Butler High School,2,0,3,0,ongoing
2021-01-26,K-12 School,Mecklenburg,David W Butler High School,2,0,3,0,ongoing
2021-01-29,K-12 School,Mecklenburg,David W Butler High School,3,0,4,0,ongoing
2021-02-02,K-12 School,Mecklenburg,David W Butler High School,3,0,4,0,ongoing
2021-02-05,K-12 School,Mecklenburg,David W Butler High School,3,0,4,0,ongoing
2020-12-18,K-12 School,Mecklenburg,Davidson Day School,2,0,5,0,ongoing
2020-12-22,K-12 School,Mecklenburg,Davidson Day School,2,0,5,0,ongoing
2021-01-05,K-12 School,Mecklenburg,Davidson Day School,2,0,5,0,ongoing
2021-01-08,K-12 School,Mecklenburg,Davidson Day School,2,0,5,0,ongoing
2021-01-12,K-12 School,Mecklenburg,Davidson Day School,2,0,5,0,ongoing
2021-02-05,Child Care,Mecklenburg,Fairyland Academy,4,0,5,0,ongoing
2020-12-18,K-12 School,Mecklenburg,Francis Bradley Middle School,4,0,2,0,ongoing
2020-12-22,K-12 School,Mecklenburg,Francis Bradley Middle School,4,0,2,0,ongoing
2021-01-05,K-12 School,Mecklenburg,Francis Bradley Middle School,4,0,2,0,ongoing
2021-01-08,K-12 School,Mecklenburg,Francis Bradley Middle School,4,0,2,0,ongoing
2021-01-12,K-12 School,Mecklenburg,Francis Bradley Middle School,4,0,2,0,ongoing
2021-01-05,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,4,0,ongoing
2021-01-08,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,4,0,ongoing
2021-01-12,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,5,0,ongoing
2021-01-15,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,5,0,ongoing
2021-01-19,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,5,0,ongoing
2021-01-22,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,5,0,ongoing
2021-01-26,K-12 School,Mecklenburg,Holy Trinity Catholic Middle School,1,0,5,0,resolved
2020-08-21,Child Care,Mecklenburg,LaPetite Academy,4,0,2,0,ongoing
2020-08-25,Child Care,Mecklenburg,LaPetite Academy,4,0,2,0,ongoing
2020-08-28,Child Care,Mecklenburg,LaPetite Academy,4,0,2,0,ongoing
2021-01-22,K-12 School,Mecklenburg,Lake Wylie Elementary School,5,0,0,0,ongoing
2021-01-26,K-12 School,Mecklenburg,Lake Wylie Elementary School,5,0,0,0,ongoing
2021-01-29,K-12 School,Mecklenburg,Lake Wylie Elementary School,5,0,0,0,ongoing
2021-02-02,K-12 School,Mecklenburg,Lake Wylie Elementary School,5,0,0,0,ongoing
2021-02-05,K-12 School,Mecklenburg,Lake Wylie Elementary School,5,0,0,0,ongoing
2020-08-21,Child Care,Mecklenburg,Little Tots Preschool,3,0,8,0,ongoing
2020-08-25,Child Care,Mecklenburg,Little Tots Preschool,3,0,8,0,ongoing
2020-08-28,Child Care,Mecklenburg,Little Tots Preschool,3,0,8,0,ongoing
2021-01-05,K-12 School,Mecklenburg,Metro School Cluster,4,0,2,0,ongoing
2021-01-08,K-12 School,Mecklenburg,Metro School Cluster,4,0,2,0,ongoing
2021-01-12,K-12 School,Mecklenburg,Metro School Cluster,4,0,2,0,ongoing
2021-01-22,K-12 School,Mecklenburg,North Mecklenburg High School,1,0,4,0,ongoing
2021-01-26,K-12 School,Mecklenburg,North Mecklenburg High School,1,0,4,0,ongoing
2021-01-29,K-12 School,Mecklenburg,North Mecklenburg High School,1,0,4,0,ongoing
2021-02-02,K-12 School,Mecklenburg,North Mecklenburg High School,1,0,4,0,ongoing
2021-02-05,K-12 School,Mecklenburg,North Mecklenburg High School,1,0,4,0,ongoing
2020-10-20,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-10-23,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-10-27,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-10-30,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-11-03,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-11-06,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-11-10,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-11-13,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,ongoing
2020-11-17,K-12 School,Mecklenburg,Oakcrest Preparatory Academy,3,0,3,0,resolved
2020-11-24,Child Care,Mecklenburg,Providence Preparatory School,4,0,1,0,ongoing
2020-12-11,Child Care,Mecklenburg,Providence Preparatory School,4,0,1,0,ongoing
2020-12-18,Child Care,Mecklenburg,Providence Preparatory School,4,0,1,0,ongoing
2020-12-22,Child Care,Mecklenburg,Providence Preparatory School,4,0,1,0,resolved
2020-11-17,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,2,0,ongoing
2020-11-20,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-11-24,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-12-01,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-12-04,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-12-08,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-12-11,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-12-15,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,ongoing
2020-12-18,K-12 School,Mecklenburg,Steele Creek Preparatory Academy,3,0,3,0,resolved
2020-12-11,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2020-12-15,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2020-12-18,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2020-12-22,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-05,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-08,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-12,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-15,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-19,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-22,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-26,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-01-29,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-02-02,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2021-02-05,K-12 School,Montgomery,Wescare Christian Academy,1,0,5,0,ongoing
2020-08-21,Child Care,Moore,Magic Years Childcare Center,2,0,5,0,ongoing
2020-08-25,Child Care,Moore,Magic Years Childcare Center,2,0,5,0,ongoing
2020-08-28,Child Care,Moore,Magic Years Childcare Center,2,0,5,0,resolved
2020-09-22,School,Moore,Robbins Elementary,5,0,1,0,ongoing
2020-09-25,School,Moore,Robbins Elementary,5,0,1,0,ongoing
2020-09-29,School,Moore,Robbins Elementary,5,0,1,0,ongoing
2020-10-02,School,Moore,Robbins Elementary,5,0,1,0,resolved
2020-12-01,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-04,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-08,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-11,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-15,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-18,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-22,K-12 School,Nash,Middlesex Elementary School,5,0,0,0,ongoing
2020-12-11,Child Care,Nash,St. Stephens Loving Daycare,4,0,2,0,ongoing
2020-12-18,Child Care,Nash,St. Stephens Loving Daycare,4,0,2,0,ongoing
2020-12-22,Child Care,Nash,St. Stephens Loving Daycare,4,0,2,0,ongoing
2020-12-08,K-12 School,Nash,Winstead Ave Elementary,5,0,0,0,ongoing
2020-12-11,K-12 School,Nash,Winstead Ave Elementary,5,0,0,0,ongoing
2020-12-15,K-12 School,Nash,Winstead Ave Elementary,5,0,0,0,ongoing
2020-12-18,K-12 School,Nash,Winstead Ave Elementary,5,0,0,0,ongoing
2020-12-22,K-12 School,Nash,Winstead Ave Elementary,5,0,0,0,ongoing
2021-01-05,K-12 School,Nash,Winstead Ave Elementary,5,0,0,0,ongoing
2020-09-22,Child Care,New Hanover,Carr's Academy,5,0,1,0,resolved
2020-08-21,Child Care,New Hanover,Carr’s Academy,5,0,0,0,ongoing
2020-08-28,Child Care,New Hanover,Carr’s Academy,5,0,0,0,ongoing
2020-12-22,Child Care,New Hanover,Classy Bears Day Care and Preschool,3,0,2,0,ongoing
2021-01-26,Child Care,New Hanover,Classy Bears Day Care and Preschool,2,0,3,0,ongoing
2021-02-05,Child Care,New Hanover,Classy Bears Day Care and Preschool,2,0,3,0,ongoing
2020-10-13,School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-10-20,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-10-23,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-10-27,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-10-30,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-11-03,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-11-06,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-11-10,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-11-13,K-12 School,New Hanover,Coastal Christian High School,0,0,8,0,ongoing
2020-11-17,K-12 School,New Hanover,Coastal Christian High School,1,0,14,0,resolved
2020-12-01,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-04,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-08,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-11,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-15,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-18,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-22,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-05,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-08,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-12,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-15,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-19,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-22,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-26,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-01-29,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-02-02,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2021-02-05,K-12 School,New Hanover,Coastal Christian High School,4,0,26,0,ongoing
2020-12-11,Child Care,New Hanover,Kiddie Academy of Wilmington South Campus,4,0,5,0,ongoing
2020-12-18,Child Care,New Hanover,Kiddie Academy of Wilmington South Campus,4,0,5,0,ongoing
2020-12-22,Child Care,New Hanover,Kiddie Academy of Wilmington South Campus,4,0,5,0,ongoing
2020-10-27,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-10-30,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-03,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-06,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-10,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-13,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-17,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-20,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,ongoing
2020-11-24,K-12 School,New Hanover,New Hanover Lyceum Program,1,0,4,0,resolved
2021-02-05,Child Care,New Hanover,Rising Stars of Wilmington,2,0,3,0,ongoing
2020-10-02,Child Care,New Hanover,Rising stars,3,0,2,0,ongoing
2020-10-13,Child Care,New Hanover,Rising stars,3,0,2,0,ongoing
2020-10-30,Child Care,New Hanover,Rising stars,6,0,3,0,ongoing
2020-12-08,K-12 School,New Hanover,Wilmington Christian Academy,3,0,3,0,ongoing
2020-12-11,K-12 School,New Hanover,Wilmington Christian Academy,3,0,3,0,ongoing
2020-12-15,K-12 School,New Hanover,Wilmington Christian Academy,3,0,3,0,ongoing
2020-12-18,K-12 School,New Hanover,Wilmington Christian Academy,3,0,3,0,ongoing
2020-12-22,K-12 School,New Hanover,Wilmington Christian Academy,3,0,3,0,ongoing
2020-10-30,Child Care,Onslow,Abundance of Love and Learning Center,5,0,3,0,ongoing
2020-11-13,Child Care,Onslow,Abundance of Love and Learning Center,7,0,1,0,ongoing
2020-11-17,Child Care,Onslow,Abundance of Love and Learning Center,7,0,1,0,ongoing
2020-11-24,Child Care,Onslow,Abundance of Love and Learning Center,7,0,1,0,ongoing
2020-12-11,Child Care,Onslow,Childcare Network Henderson,1,0,4,0,ongoing
2020-12-18,Child Care,Onslow,Childcare Network Henderson,1,0,4,0,ongoing
2020-12-22,Child Care,Onslow,Childcare Network Henderson,1,0,4,0,ongoing
2020-12-15,K-12 School,Onslow,Dixon High school,2,0,3,0,ongoing
2020-12-18,K-12 School,Onslow,Dixon High school,2,0,3,0,ongoing
2020-12-22,K-12 School,Onslow,Dixon High school,2,0,3,0,ongoing
2021-01-05,K-12 School,Onslow,Dixon High school,2,0,3,0,ongoing
2021-01-08,K-12 School,Onslow,Dixon High school,2,0,3,0,ongoing
2021-01-12,K-12 School,Onslow,Dixon High school,2,0,3,0,ongoing
2021-01-15,K-12 School,Onslow,Dixon High school,2,0,7,0,ongoing
2020-12-11,Child Care,Onslow,Excel 12-Learning Center,6,0,1,0,ongoing
2020-12-18,Child Care,Onslow,Excel 12-Learning Center,10,0,2,0,ongoing
2020-12-22,Child Care,Onslow,Excel 12-Learning Center,10,0,2,0,ongoing
2020-10-23,K-12 School,Onslow,Living Water Christian School,0,0,5,0,ongoing
2020-10-27,K-12 School,Onslow,Living Water Christian School,0,0,5,0,ongoing
2020-10-30,K-12 School,Onslow,Living Water Christian School,0,0,5,0,ongoing
2020-11-03,K-12 School,Onslow,Living Water Christian School,0,0,5,0,ongoing
2020-11-06,K-12 School,Onslow,Living Water Christian School,6,0,14,0,ongoing
2020-11-10,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-11-13,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-11-17,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-11-20,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-11-24,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-12-01,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-12-04,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-12-08,K-12 School,Onslow,Living Water Christian School,6,0,15,0,ongoing
2020-12-11,K-12 School,Onslow,Living Water Christian School,7,0,19,0,ongoing
2020-11-13,Child Care,Onslow,New Beginnings,3,0,4,0,ongoing
2020-11-17,Child Care,Onslow,New Beginnings,3,0,5,0,ongoing
2020-11-24,Child Care,Onslow,New Beginnings,3,0,5,0,ongoing
2020-12-11,Child Care,Onslow,New Beginnings,3,0,7,0,resolved
2020-12-11,Child Care,Onslow,Onslow Child Development Center,2,0,3,0,ongoing
2020-12-18,Child Care,Onslow,Onslow Child Development Center,2,0,3,0,ongoing
2020-12-22,Child Care,Onslow,Onslow Child Development Center,2,0,3,0,ongoing
2020-09-22,School,Onslow,Richlands High School,4,0,1,0,ongoing
2020-09-25,School,Onslow,Richlands High School,4,0,1,0,ongoing
2020-09-29,School,Onslow,Richlands High School,4,0,1,0,ongoing
2020-10-02,School,Onslow,Richlands High School,4,0,1,0,ongoing
