name,county,date,new_cases,week
Great Mills High School,St. Mary's,2021-04-13,2,66
Great Seneca Creek Elementary School,Montgomery,2021-04-13,2,66
Howard High School,Howard,2021-04-13,2,66
Laurel Hall School,Washington,2021-04-13,2,66
Mace's Lane Middle School,Dorchester,2021-04-13,3,66
Marriotts Ridge High School,Howard,2021-04-13,2,66
McDonogh School,Baltimore,2021-04-13,3,66
North Caroline High School,Caroline,2021-04-13,3,66
North Dorchester Middle School,Dorchester,2021-04-13,2,66
Our Lady of Lourdes School,Montgomery,2021-04-13,3,66
Patterson Mill Middle High School,Harford,2021-04-13,3,66
Paul Laurence Dunbar High School,Baltimore City,2021-04-13,2,66
Rising Sun High School,Cecil,2021-04-13,2,66
Smithsburg High School,Washington,2021-04-13,2,66
Somerset Intermediate School,Somerset,2021-04-13,2,66
Springfield Middle School,Washington,2021-04-13,2,66
St. John the Evangelist School,Anne Arundel,2021-04-13,6,66
St. Mary School,Washington,2021-04-13,2,66
Stephen Decatur High School,Worcester,2021-04-13,5,66
Talbott Springs Elementary School,Howard,2021-04-13,4,66
Talmudical Academy Elementary School,Baltimore,2021-04-13,7,66
The Heights School,Montgomery,2021-04-13,2,66
The Odyssey School,Baltimore,2021-04-13,5,66
Walkersville High School,Frederick,2021-04-13,6,66
Williamsport High School,Washington,2021-04-13,18,66
Beall Elementary School,Allegany,2021-04-21,5,67
Bel Air Elementary School,Harford,2021-04-21,2,67
Bnos Yisroel of Baltimore,Baltimore City,2021-04-21,10,67
Boonsboro High School,Washington,2021-04-21,16,67
Broadfording Christian Academy,Washington,2021-04-21,2,67
Centreville Middle School,Queen Anne's,2021-04-21,3,67
Chopticon High School,St. Mary's,2021-04-21,3,67
Concordia Preparatory School,Baltimore,2021-04-21,9,67
Eastern Elementary School,Washington,2021-04-21,3,67
Eastern Technical High School,Baltimore,2021-04-21,5,67
Forest Lakes Elementary School,Harford,2021-04-21,3,67
Fulton Elementary School,Howard,2021-04-21,6,67
Golden Ring Middle School,Baltimore,2021-04-21,2,67
Great Seneca Creek Elementary School,Montgomery,2021-04-21,2,67
Honey Go Elementary School,Baltimore,2021-04-21,2,67
Lincolnshire Elementary School,Washington,2021-04-21,3,67
Mace's Lane Middle School,Dorchester,2021-04-21,5,67
Marriotts Ridge High School,Howard,2021-04-21,2,67
Mount St. Joseph High School,Baltimore City,2021-04-21,2,67
New Market Middle School,Frederick,2021-04-21,5,67
North Caroline High School,Caroline,2021-04-21,3,67
Northern Middle School,Washington,2021-04-21,2,67
Patterson Mill Middle High School,Harford,2021-04-21,3,67
Paul Laurence Dunbar High School,Baltimore City,2021-04-21,4,67
Rachel Carson Elementary School,Montgomery,2021-04-21,2,67
Redeemer Classical Christian School,Baltimore,2021-04-21,4,67
Rising Sun High School,Cecil,2021-04-21,2,67
River Hill High School,Howard,2021-04-21,4,67
Rosedale Baptist School,Baltimore,2021-04-21,3,67
Smithsburg High School,Washington,2021-04-21,4,67
Somerset Intermediate School,Somerset,2021-04-21,2,67
South Hagerstown High School,Washington,2021-04-21,2,67
Sparrow's Point High School,Baltimore,2021-04-21,4,67
St. Mary Catholic School,Washington,2021-04-21,2,67
St. Paul School for Girls,Baltimore,2021-04-21,4,67
St. Paul's School,Baltimore,2021-04-21,3,67
Stephen Decatur High School,Worcester,2021-04-21,24,67
Talmudical Academy Elementary School,Baltimore,2021-04-21,8,67
The Heights School,Montgomery,2021-04-21,3,67
The Jemicy School,Baltimore,2021-04-21,2,67
The Odyssey School,Baltimore,2021-04-21,5,67
Towson High School,Baltimore,2021-04-21,7,67
Williamsport High School,Washington,2021-04-21,22,67
